asset_id,block,lab,latitude,longitude,cpu_model,cpu_generation,cpu_cores,cpu_clock_ghz,ram_gb,storage_type,storage_gb,gpu,tpm_version,secure_boot_support,purchase_year,current_os,architecture,last_updated
PC-0151,Admin,Research Lab,11.145255,79.470547,AMD Ryzen 5 5600G,5,6,3.9,32,HDD,500,NVIDIA GTX 1050,2.0,True,2019,Ubuntu 22.04,x64,2026-06-01
PC-0152,Block B,Network Lab,11.132315,79.495333,Intel Core i7-9700,9,8,3.0,8,SSD,128,Integrated,None,False,2025,Windows 11,x64,2026-06-01
PC-0153,Library,Research Lab,11.133931,79.481302,AMD Ryzen 3 3200G,3,4,3.6,32,HDD,500,Integrated,1.2,False,2019,Linux Mint 22,x64,2026-06-01
PC-0154,Admin,Language Lab,11.150291,79.477126,Intel Core i5-7400,7,4,3.0,4,SSD,512,NVIDIA GTX 1050,1.2,False,2021,Ubuntu 24.04,x64,2026-06-01
PC-0155,Admin,CAD Lab,11.141035,79.498414,Intel Core i5-7400,7,4,3.0,8,SSD,128,NVIDIA GTX 1050,1.2,False,2024,Windows 11,x64,2026-06-01
PC-0156,Block C,CAD Lab,11.134152,79.4775,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,AMD Radeon Vega,None,False,2024,Linux Mint 22,x64,2026-06-01
PC-0157,Block C,Language Lab,11.138184,79.497159,Intel Core i3-6100,6,2,3.7,8,HDD,500,Integrated,None,False,2023,Windows 11,x64,2026-06-01
PC-0158,Block A,AI Lab,11.141894,79.481219,Intel Core i7-9700,9,8,3.0,4,SSD,256,NVIDIA GTX 1050,1.2,False,2018,Windows 10,x64,2026-06-01
PC-0159,Block C,AI Lab,11.153741,79.474128,Intel Core i3-6100,6,2,3.7,4,SSD,256,NVIDIA GTX 1050,2.0,True,2024,Ubuntu 24.04,x64,2026-06-01
PC-0160,Admin,AI Lab,11.157176,79.47057,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,512,Integrated,2.0,True,2019,Windows 10,x64,2026-06-01
PC-0161,Library,Research Lab,11.139035,79.471432,AMD Ryzen 3 3200G,3,4,3.6,4,SSD,512,NVIDIA GTX 1050,1.2,False,2024,Windows 11,x64,2026-06-01
PC-0162,Block A,Programming Lab,11.137258,79.474307,Intel Core i7-9700,9,8,3.0,32,HDD,500,NVIDIA GTX 1050,2.0,True,2017,Linux Mint 22,x64,2026-06-01
PC-0163,Library,Network Lab,11.145705,79.480818,Intel Core i5-7400,7,4,3.0,8,SSD,512,AMD Radeon Vega,2.0,True,2025,Windows 10,x64,2026-06-01
PC-0164,Library,Language Lab,11.14907,79.499431,AMD Ryzen 3 3200G,3,4,3.6,16,HDD,500,NVIDIA GTX 1050,1.2,False,2017,Windows 10,x64,2026-06-01
PC-0165,Block C,Programming Lab,11.153145,79.492056,Intel Core i5-8500,8,6,3.0,32,SSD,128,NVIDIA GTX 1050,2.0,True,2019,Windows 10,x64,2026-06-01
PC-0166,Block A,Network Lab,11.159425,79.484356,AMD Ryzen 3 3200G,3,4,3.6,32,SSD,256,Integrated,None,False,2019,Ubuntu 22.04,x64,2026-06-01
PC-0167,Block A,Research Lab,11.153733,79.496574,Intel Core i7-9700,9,8,3.0,8,HDD,500,NVIDIA GTX 1050,None,False,2021,Windows 10,x64,2026-06-01
PC-0168,Library,CAD Lab,11.138583,79.495864,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,Integrated,None,False,2022,Windows 11,x64,2026-06-01
PC-0169,Block C,Programming Lab,11.156839,79.481599,Intel Core i5-8500,8,6,3.0,16,SSD,512,Integrated,2.0,True,2024,Ubuntu 22.04,x64,2026-06-01
PC-0170,Admin,CAD Lab,11.132368,79.488074,Intel Core i5-8500,8,6,3.0,4,SSD,256,Integrated,2.0,True,2025,Ubuntu 22.04,x64,2026-06-01
PC-0171,Block C,Network Lab,11.139195,79.488079,Intel Core i3-6100,6,2,3.7,8,HDD,500,NVIDIA GTX 1050,2.0,True,2019,Ubuntu 24.04,x64,2026-06-01
PC-0172,Admin,CAD Lab,11.148446,79.483048,Intel Core i5-8500,8,6,3.0,4,SSD,512,AMD Radeon Vega,2.0,True,2017,Ubuntu 24.04,x64,2026-06-01
PC-0173,Block A,Research Lab,11.158584,79.474283,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,512,AMD Radeon Vega,2.0,True,2024,Windows 11,x64,2026-06-01
PC-0174,Block A,AI Lab,11.141486,79.487017,Intel Core i3-6100,6,2,3.7,32,SSD,128,AMD Radeon Vega,1.2,False,2019,Ubuntu 24.04,x64,2026-06-01
PC-0175,Admin,CAD Lab,11.134131,79.481008,Intel Core i5-8500,8,6,3.0,16,SSD,256,NVIDIA GTX 1050,None,False,2021,Linux Mint 22,x64,2026-06-01
PC-0176,Block B,Programming Lab,11.157406,79.473533,Intel Core i3-6100,6,2,3.7,16,SSD,128,NVIDIA GTX 1050,2.0,True,2024,Ubuntu 22.04,x64,2026-06-01
PC-0177,Block B,Language Lab,11.155585,79.483561,Intel Core i5-8500,8,6,3.0,8,SSD,512,AMD Radeon Vega,None,False,2024,Windows 11,x64,2026-06-01
PC-0178,Block A,Research Lab,11.146265,79.49674,Intel Core i5-8500,8,6,3.0,32,SSD,256,Integrated,None,False,2019,Linux Mint 22,x64,2026-06-01
PC-0179,Block C,Language Lab,11.153711,79.470789,Intel Core i5-7400,7,4,3.0,8,HDD,500,AMD Radeon Vega,None,False,2022,Windows 11,x64,2026-06-01
PC-0180,Block D,Language Lab,11.159988,79.491566,Intel Core i5-7400,7,4,3.0,4,HDD,500,AMD Radeon Vega,1.2,False,2023,Ubuntu 22.04,x64,2026-06-01
PC-0181,Block D,Language Lab,11.143499,79.490403,Intel Core i3-6100,6,2,3.7,8,SSD,128,NVIDIA GTX 1050,2.0,True,2019,Windows 10,x64,2026-06-01
PC-0182,Library,Research Lab,11.157321,79.471662,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,128,Integrated,1.2,False,2025,Linux Mint 22,x64,2026-06-01
PC-0183,Block B,Network Lab,11.140381,79.498227,Intel Core i5-7400,7,4,3.0,8,SSD,128,NVIDIA GTX 1050,2.0,True,2018,Windows 11,x64,2026-06-01
PC-0184,Block C,AI Lab,11.148433,79.472803,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,256,AMD Radeon Vega,2.0,True,2019,Ubuntu 24.04,x64,2026-06-01
PC-0185,Library,Language Lab,11.140129,79.497718,Intel Core i5-7400,7,4,3.0,32,SSD,128,Integrated,2.0,True,2017,Linux Mint 22,x64,2026-06-01
PC-0186,Block A,Programming Lab,11.142498,79.48917,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,256,NVIDIA GTX 1050,None,False,2025,Linux Mint 22,x64,2026-06-01
PC-0187,Block C,Research Lab,11.138923,79.472189,Intel Core i5-8500,8,6,3.0,8,SSD,512,Integrated,2.0,True,2019,Ubuntu 22.04,x64,2026-06-01
PC-0188,Block D,CAD Lab,11.13431,79.495845,Intel Core i7-9700,9,8,3.0,8,SSD,512,NVIDIA GTX 1050,1.2,False,2022,Linux Mint 22,x64,2026-06-01
PC-0189,Block D,AI Lab,11.133676,79.483488,Intel Core i5-8500,8,6,3.0,8,HDD,500,Integrated,None,False,2018,Ubuntu 22.04,x64,2026-06-01
PC-0190,Block A,Network Lab,11.158013,79.491634,Intel Core i7-9700,9,8,3.0,8,SSD,512,Integrated,None,False,2019,Ubuntu 24.04,x64,2026-06-01
PC-0191,Block D,Language Lab,11.132701,79.481797,Intel Core i7-9700,9,8,3.0,8,SSD,512,NVIDIA GTX 1050,1.2,False,2020,Windows 10,x64,2026-06-01
PC-0192,Block B,Language Lab,11.147926,79.495285,Intel Core i5-8500,8,6,3.0,4,HDD,500,AMD Radeon Vega,1.2,False,2024,Ubuntu 22.04,x64,2026-06-01
PC-0193,Block C,Language Lab,11.151825,79.492916,Intel Core i3-6100,6,2,3.7,16,HDD,500,NVIDIA GTX 1050,None,False,2017,Ubuntu 24.04,x64,2026-06-01
PC-0194,Block D,Programming Lab,11.132206,79.485128,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,128,AMD Radeon Vega,2.0,True,2021,Ubuntu 24.04,x64,2026-06-01
PC-0195,Library,Research Lab,11.141196,79.499604,AMD Ryzen 3 3200G,3,4,3.6,8,HDD,500,AMD Radeon Vega,None,False,2022,Ubuntu 22.04,x64,2026-06-01
PC-0196,Block B,AI Lab,11.131167,79.491408,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,512,NVIDIA GTX 1050,None,False,2025,Windows 10,x64,2026-06-01
PC-0197,Block D,AI Lab,11.134875,79.499718,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,128,AMD Radeon Vega,2.0,True,2021,Ubuntu 24.04,x64,2026-06-01
PC-0198,Library,Network Lab,11.144247,79.470499,AMD Ryzen 3 3200G,3,4,3.6,32,SSD,512,NVIDIA GTX 1050,2.0,True,2018,Ubuntu 24.04,x64,2026-06-01
PC-0199,Block D,Language Lab,11.159012,79.493487,Intel Core i5-8500,8,6,3.0,16,HDD,500,AMD Radeon Vega,1.2,False,2020,Ubuntu 24.04,x64,2026-06-01
PC-0200,Admin,Programming Lab,11.153238,79.481406,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,AMD Radeon Vega,2.0,True,2020,Linux Mint 22,x64,2026-06-01
PC-0201,Block A,Language Lab,11.139411,79.474543,AMD Ryzen 5 5600G,5,6,3.9,8,HDD,500,AMD Radeon Vega,None,False,2020,Ubuntu 22.04,x64,2026-06-01
PC-0202,Block D,Language Lab,11.151173,79.48556,AMD Ryzen 3 3200G,3,4,3.6,32,SSD,512,AMD Radeon Vega,2.0,True,2022,Windows 10,x64,2026-06-01
PC-0203,Admin,CAD Lab,11.157364,79.48027,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,NVIDIA GTX 1050,None,False,2021,Ubuntu 22.04,x64,2026-06-01
PC-0204,Library,CAD Lab,11.136746,79.499187,Intel Core i5-7400,7,4,3.0,8,SSD,128,NVIDIA GTX 1050,2.0,True,2021,Ubuntu 24.04,x64,2026-06-01
PC-0205,Admin,AI Lab,11.146815,79.498035,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,512,AMD Radeon Vega,1.2,False,2021,Ubuntu 24.04,x64,2026-06-01
PC-0206,Block C,Programming Lab,11.138714,79.478629,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,512,AMD Radeon Vega,1.2,False,2018,Windows 11,x64,2026-06-01
PC-0207,Block C,CAD Lab,11.136062,79.486157,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,256,AMD Radeon Vega,1.2,False,2021,Windows 11,x64,2026-06-01
PC-0208,Block B,Programming Lab,11.13677,79.476985,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,128,Integrated,None,False,2023,Linux Mint 22,x64,2026-06-01
PC-0209,Block C,Research Lab,11.158936,79.499337,Intel Core i7-9700,9,8,3.0,32,HDD,500,Integrated,None,False,2023,Windows 10,x64,2026-06-01
PC-0210,Admin,CAD Lab,11.149377,79.497238,Intel Core i7-9700,9,8,3.0,8,SSD,128,Integrated,1.2,False,2020,Ubuntu 24.04,x64,2026-06-01
PC-0211,Library,Research Lab,11.158018,79.47109,AMD Ryzen 5 5600G,5,6,3.9,8,HDD,500,NVIDIA GTX 1050,1.2,False,2024,Windows 11,x64,2026-06-01
PC-0212,Block B,Research Lab,11.148083,79.497854,Intel Core i5-8500,8,6,3.0,4,HDD,500,NVIDIA GTX 1050,1.2,False,2021,Linux Mint 22,x64,2026-06-01
PC-0213,Block D,Research Lab,11.138185,79.494264,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,NVIDIA GTX 1050,2.0,True,2019,Ubuntu 22.04,x64,2026-06-01
PC-0214,Admin,CAD Lab,11.152099,79.493723,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,256,AMD Radeon Vega,None,False,2020,Windows 10,x64,2026-06-01
PC-0215,Block B,Language Lab,11.132602,79.490078,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,512,Integrated,2.0,True,2019,Ubuntu 24.04,x64,2026-06-01
PC-0216,Block D,Network Lab,11.143402,79.47801,Intel Core i5-7400,7,4,3.0,8,HDD,500,NVIDIA GTX 1050,1.2,False,2021,Windows 11,x64,2026-06-01
PC-0217,Library,Research Lab,11.150783,79.471864,AMD Ryzen 3 3200G,3,4,3.6,8,HDD,500,Integrated,2.0,True,2024,Ubuntu 24.04,x64,2026-06-01
PC-0218,Block C,AI Lab,11.141026,79.476625,Intel Core i7-9700,9,8,3.0,32,SSD,256,Integrated,None,False,2024,Ubuntu 24.04,x64,2026-06-01
PC-0219,Block B,CAD Lab,11.157384,79.492721,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,256,AMD Radeon Vega,2.0,True,2020,Linux Mint 22,x64,2026-06-01
PC-0220,Block B,Research Lab,11.151113,79.472343,AMD Ryzen 3 3200G,3,4,3.6,16,HDD,500,AMD Radeon Vega,1.2,False,2018,Linux Mint 22,x64,2026-06-01
PC-0221,Block A,Language Lab,11.134936,79.495635,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,128,NVIDIA GTX 1050,2.0,True,2018,Windows 11,x64,2026-06-01
PC-0222,Admin,AI Lab,11.154261,79.483603,AMD Ryzen 5 5600G,5,6,3.9,4,SSD,512,AMD Radeon Vega,2.0,True,2023,Ubuntu 22.04,x64,2026-06-01
PC-0223,Block D,Language Lab,11.141878,79.494494,Intel Core i3-6100,6,2,3.7,32,SSD,512,AMD Radeon Vega,1.2,False,2020,Windows 10,x64,2026-06-01
PC-0224,Library,Programming Lab,11.146235,79.471808,Intel Core i3-6100,6,2,3.7,8,SSD,512,Integrated,2.0,True,2024,Windows 10,x64,2026-06-01
PC-0225,Block A,Network Lab,11.141234,79.49674,Intel Core i7-9700,9,8,3.0,8,SSD,128,NVIDIA GTX 1050,2.0,True,2023,Ubuntu 22.04,x64,2026-06-01
PC-0226,Block D,Programming Lab,11.135354,79.486118,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,128,AMD Radeon Vega,1.2,False,2019,Windows 10,x64,2026-06-01
PC-0227,Admin,AI Lab,11.142724,79.481378,Intel Core i3-6100,6,2,3.7,8,HDD,500,Integrated,1.2,False,2020,Linux Mint 22,x64,2026-06-01
PC-0228,Block D,Network Lab,11.130967,79.489806,Intel Core i5-7400,7,4,3.0,8,SSD,256,AMD Radeon Vega,2.0,True,2017,Windows 10,x64,2026-06-01
PC-0229,Block B,AI Lab,11.147934,79.491099,Intel Core i3-6100,6,2,3.7,16,HDD,500,Integrated,None,False,2020,Ubuntu 22.04,x64,2026-06-01
PC-0230,Admin,Programming Lab,11.152632,79.493282,Intel Core i7-9700,9,8,3.0,8,SSD,512,Integrated,2.0,True,2025,Windows 11,x64,2026-06-01
PC-0231,Block C,AI Lab,11.137107,79.496288,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,256,AMD Radeon Vega,2.0,True,2025,Ubuntu 24.04,x64,2026-06-01
PC-0232,Block B,CAD Lab,11.156391,79.497347,Intel Core i5-8500,8,6,3.0,4,SSD,256,AMD Radeon Vega,2.0,True,2023,Linux Mint 22,x64,2026-06-01
PC-0233,Library,CAD Lab,11.153574,79.479562,Intel Core i3-6100,6,2,3.7,32,SSD,256,NVIDIA GTX 1050,2.0,True,2023,Ubuntu 22.04,x64,2026-06-01
PC-0234,Block B,Network Lab,11.15548,79.479022,Intel Core i7-9700,9,8,3.0,16,SSD,128,AMD Radeon Vega,1.2,False,2019,Windows 11,x64,2026-06-01
PC-0235,Block D,Programming Lab,11.134023,79.477286,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,512,Integrated,2.0,True,2022,Linux Mint 22,x64,2026-06-01
PC-0236,Admin,Programming Lab,11.131546,79.481315,Intel Core i7-9700,9,8,3.0,4,SSD,256,AMD Radeon Vega,2.0,True,2017,Windows 11,x64,2026-06-01
PC-0237,Block A,AI Lab,11.139096,79.49727,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,128,Integrated,None,False,2020,Ubuntu 24.04,x64,2026-06-01
PC-0238,Admin,Programming Lab,11.151113,79.481899,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,512,Integrated,2.0,True,2025,Linux Mint 22,x64,2026-06-01
PC-0239,Block C,Network Lab,11.139253,79.480789,Intel Core i7-9700,9,8,3.0,16,SSD,512,NVIDIA GTX 1050,2.0,True,2024,Ubuntu 24.04,x64,2026-06-01
PC-0240,Block A,Research Lab,11.142418,79.486876,Intel Core i7-9700,9,8,3.0,8,SSD,256,Integrated,1.2,False,2019,Ubuntu 24.04,x64,2026-06-01
PC-0241,Block A,Network Lab,11.139896,79.481395,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,Integrated,None,False,2024,Windows 11,x64,2026-06-01
PC-0242,Library,Research Lab,11.143825,79.491983,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,256,NVIDIA GTX 1050,1.2,False,2019,Ubuntu 22.04,x64,2026-06-01
PC-0243,Block B,Research Lab,11.145718,79.495172,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,Integrated,2.0,True,2017,Windows 10,x64,2026-06-01
PC-0244,Block A,CAD Lab,11.130274,79.485172,Intel Core i5-7400,7,4,3.0,4,SSD,128,NVIDIA GTX 1050,2.0,True,2017,Windows 11,x64,2026-06-01
PC-0245,Library,Research Lab,11.130198,79.486549,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,512,Integrated,1.2,False,2017,Windows 10,x64,2026-06-01
PC-0246,Library,Research Lab,11.154185,79.497293,Intel Core i5-8500,8,6,3.0,4,SSD,256,Integrated,2.0,True,2018,Ubuntu 22.04,x64,2026-06-01
PC-0247,Library,AI Lab,11.154456,79.47802,Intel Core i5-7400,7,4,3.0,16,SSD,128,NVIDIA GTX 1050,2.0,True,2018,Ubuntu 24.04,x64,2026-06-01
PC-0248,Block C,CAD Lab,11.150521,79.495436,Intel Core i7-9700,9,8,3.0,32,SSD,128,AMD Radeon Vega,None,False,2017,Ubuntu 24.04,x64,2026-06-01
PC-0249,Block A,CAD Lab,11.149102,79.491085,Intel Core i7-9700,9,8,3.0,16,SSD,512,Integrated,1.2,False,2024,Windows 10,x64,2026-06-01
PC-0250,Block D,Research Lab,11.136343,79.496044,Intel Core i5-8500,8,6,3.0,16,HDD,500,AMD Radeon Vega,None,False,2024,Windows 11,x64,2026-06-01
PC-0251,Block C,Programming Lab,11.135381,79.495513,Intel Core i3-6100,6,2,3.7,16,SSD,256,Integrated,2.0,True,2020,Windows 10,x64,2026-06-01
PC-0252,Library,AI Lab,11.146919,79.487001,AMD Ryzen 5 5600G,5,6,3.9,4,SSD,512,NVIDIA GTX 1050,1.2,False,2025,Windows 11,x64,2026-06-01
PC-0253,Block C,CAD Lab,11.145024,79.49923,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,128,Integrated,2.0,True,2018,Windows 10,x64,2026-06-01
PC-0254,Block D,AI Lab,11.141901,79.493207,Intel Core i3-6100,6,2,3.7,16,SSD,256,Integrated,2.0,True,2021,Linux Mint 22,x64,2026-06-01
PC-0255,Block D,CAD Lab,11.135572,79.487576,Intel Core i5-7400,7,4,3.0,16,SSD,256,NVIDIA GTX 1050,1.2,False,2018,Ubuntu 22.04,x64,2026-06-01
PC-0256,Library,Network Lab,11.1414,79.493517,Intel Core i5-7400,7,4,3.0,4,HDD,500,Integrated,1.2,False,2023,Windows 11,x64,2026-06-01
PC-0257,Block C,Network Lab,11.140798,79.478093,Intel Core i3-6100,6,2,3.7,4,HDD,500,Integrated,1.2,False,2018,Ubuntu 22.04,x64,2026-06-01
PC-0258,Block B,CAD Lab,11.140617,79.472792,Intel Core i7-9700,9,8,3.0,4,SSD,512,AMD Radeon Vega,None,False,2022,Windows 10,x64,2026-06-01
PC-0259,Block D,Programming Lab,11.157156,79.499345,Intel Core i5-8500,8,6,3.0,16,SSD,512,AMD Radeon Vega,None,False,2025,Linux Mint 22,x64,2026-06-01
PC-0260,Block B,Research Lab,11.138052,79.474378,Intel Core i7-9700,9,8,3.0,8,SSD,128,Integrated,1.2,False,2023,Ubuntu 24.04,x64,2026-06-01
PC-0261,Block C,CAD Lab,11.158327,79.491627,Intel Core i5-8500,8,6,3.0,4,SSD,512,NVIDIA GTX 1050,1.2,False,2020,Ubuntu 24.04,x64,2026-06-01
PC-0262,Block D,Programming Lab,11.155248,79.481397,Intel Core i5-7400,7,4,3.0,4,SSD,256,NVIDIA GTX 1050,1.2,False,2024,Ubuntu 24.04,x64,2026-06-01
PC-0263,Block C,CAD Lab,11.158418,79.476026,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,128,NVIDIA GTX 1050,1.2,False,2019,Linux Mint 22,x64,2026-06-01
PC-0264,Block D,Network Lab,11.141282,79.494495,Intel Core i5-8500,8,6,3.0,16,SSD,512,NVIDIA GTX 1050,None,False,2022,Ubuntu 24.04,x64,2026-06-01
PC-0265,Block A,Language Lab,11.15859,79.483849,Intel Core i5-7400,7,4,3.0,32,SSD,128,AMD Radeon Vega,2.0,True,2020,Windows 10,x64,2026-06-01
PC-0266,Block D,Network Lab,11.134175,79.479085,AMD Ryzen 5 5600G,5,6,3.9,16,HDD,500,NVIDIA GTX 1050,2.0,True,2019,Ubuntu 22.04,x64,2026-06-01
PC-0267,Admin,CAD Lab,11.147467,79.486031,Intel Core i7-9700,9,8,3.0,16,HDD,500,AMD Radeon Vega,2.0,True,2023,Ubuntu 22.04,x64,2026-06-01
PC-0268,Library,Programming Lab,11.13499,79.48838,Intel Core i5-8500,8,6,3.0,4,HDD,500,AMD Radeon Vega,None,False,2023,Ubuntu 24.04,x64,2026-06-01
PC-0269,Block C,CAD Lab,11.14532,79.485564,Intel Core i3-6100,6,2,3.7,4,HDD,500,AMD Radeon Vega,1.2,False,2020,Windows 11,x64,2026-06-01
PC-0270,Block D,Network Lab,11.134522,79.499931,Intel Core i7-9700,9,8,3.0,32,SSD,512,NVIDIA GTX 1050,2.0,True,2018,Linux Mint 22,x64,2026-06-01
PC-0271,Block C,CAD Lab,11.139357,79.48366,Intel Core i3-6100,6,2,3.7,32,HDD,500,Integrated,None,False,2025,Ubuntu 24.04,x64,2026-06-01
PC-0272,Block D,Network Lab,11.139567,79.479008,Intel Core i7-9700,9,8,3.0,16,HDD,500,AMD Radeon Vega,2.0,True,2018,Ubuntu 22.04,x64,2026-06-01
PC-0273,Block A,Network Lab,11.14548,79.486557,AMD Ryzen 5 5600G,5,6,3.9,32,HDD,500,NVIDIA GTX 1050,None,False,2025,Windows 11,x64,2026-06-01
PC-0274,Block D,CAD Lab,11.149214,79.482964,Intel Core i5-7400,7,4,3.0,32,SSD,512,Integrated,None,False,2020,Windows 11,x64,2026-06-01
PC-0275,Block D,Language Lab,11.136174,79.49257,Intel Core i7-9700,9,8,3.0,4,SSD,512,Integrated,2.0,True,2018,Windows 11,x64,2026-06-01
PC-0276,Library,AI Lab,11.137871,79.495879,Intel Core i5-8500,8,6,3.0,8,SSD,256,AMD Radeon Vega,1.2,False,2022,Windows 10,x64,2026-06-01
PC-0277,Library,CAD Lab,11.14056,79.483736,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,512,Integrated,None,False,2021,Ubuntu 24.04,x64,2026-06-01
PC-0278,Library,Language Lab,11.139161,79.475491,Intel Core i3-6100,6,2,3.7,8,SSD,128,AMD Radeon Vega,None,False,2019,Windows 11,x64,2026-06-01
PC-0279,Library,CAD Lab,11.135573,79.489065,Intel Core i7-9700,9,8,3.0,16,SSD,128,AMD Radeon Vega,1.2,False,2019,Ubuntu 22.04,x64,2026-06-01
PC-0280,Library,AI Lab,11.15526,79.488582,Intel Core i7-9700,9,8,3.0,8,SSD,256,NVIDIA GTX 1050,None,False,2017,Ubuntu 24.04,x64,2026-06-01
PC-0281,Block D,AI Lab,11.142274,79.484752,Intel Core i5-7400,7,4,3.0,16,SSD,512,AMD Radeon Vega,2.0,True,2024,Ubuntu 22.04,x64,2026-06-01
PC-0282,Block D,AI Lab,11.138246,79.486128,Intel Core i3-6100,6,2,3.7,8,HDD,500,Integrated,1.2,False,2024,Windows 10,x64,2026-06-01
PC-0283,Library,Research Lab,11.153253,79.494698,Intel Core i7-9700,9,8,3.0,16,HDD,500,NVIDIA GTX 1050,None,False,2025,Ubuntu 24.04,x64,2026-06-01
PC-0284,Block A,Research Lab,11.138931,79.499979,Intel Core i7-9700,9,8,3.0,16,SSD,128,NVIDIA GTX 1050,None,False,2021,Windows 11,x64,2026-06-01
PC-0285,Block C,Programming Lab,11.150674,79.495831,Intel Core i7-9700,9,8,3.0,8,HDD,500,AMD Radeon Vega,None,False,2023,Linux Mint 22,x64,2026-06-01
PC-0286,Block B,Language Lab,11.140524,79.478433,Intel Core i5-7400,7,4,3.0,8,SSD,128,AMD Radeon Vega,None,False,2019,Linux Mint 22,x64,2026-06-01
PC-0287,Block C,Research Lab,11.159565,79.490379,Intel Core i5-8500,8,6,3.0,16,SSD,256,Integrated,1.2,False,2019,Linux Mint 22,x64,2026-06-01
PC-0288,Block D,Programming Lab,11.134387,79.479663,Intel Core i5-8500,8,6,3.0,32,SSD,128,Integrated,None,False,2023,Windows 11,x64,2026-06-01
PC-0289,Block D,AI Lab,11.14356,79.489009,AMD Ryzen 3 3200G,3,4,3.6,32,SSD,256,Integrated,1.2,False,2023,Ubuntu 22.04,x64,2026-06-01
PC-0290,Library,Research Lab,11.147459,79.496067,Intel Core i5-8500,8,6,3.0,16,SSD,256,AMD Radeon Vega,1.2,False,2018,Ubuntu 24.04,x64,2026-06-01
PC-0291,Admin,CAD Lab,11.136535,79.482889,AMD Ryzen 5 5600G,5,6,3.9,4,SSD,256,Integrated,2.0,True,2024,Ubuntu 22.04,x64,2026-06-01
PC-0292,Block C,Network Lab,11.146984,79.48456,Intel Core i5-8500,8,6,3.0,16,SSD,256,NVIDIA GTX 1050,2.0,True,2017,Windows 11,x64,2026-06-01
PC-0293,Block A,Programming Lab,11.143239,79.47002,AMD Ryzen 5 5600G,5,6,3.9,4,SSD,512,NVIDIA GTX 1050,None,False,2020,Windows 11,x64,2026-06-01
PC-0294,Admin,AI Lab,11.149638,79.477512,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,256,NVIDIA GTX 1050,1.2,False,2019,Windows 10,x64,2026-06-01
PC-0295,Block A,CAD Lab,11.142877,79.472736,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,256,Integrated,2.0,True,2017,Windows 11,x64,2026-06-01
PC-0296,Block B,CAD Lab,11.150399,79.470279,Intel Core i3-6100,6,2,3.7,16,SSD,128,AMD Radeon Vega,None,False,2022,Linux Mint 22,x64,2026-06-01
PC-0297,Block A,CAD Lab,11.141492,79.491923,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,128,Integrated,None,False,2018,Windows 11,x64,2026-06-01
PC-0298,Block C,Network Lab,11.132052,79.486899,Intel Core i5-8500,8,6,3.0,16,SSD,128,AMD Radeon Vega,None,False,2019,Windows 11,x64,2026-06-01
PC-0299,Block D,Network Lab,11.157597,79.488482,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,128,NVIDIA GTX 1050,2.0,True,2020,Windows 11,x64,2026-06-01
PC-0300,Block A,Programming Lab,11.140546,79.482882,Intel Core i5-7400,7,4,3.0,16,HDD,500,Integrated,2.0,True,2020,Ubuntu 22.04,x64,2026-06-01
PC-0301,Block C,Research Lab,11.151635,79.478548,Intel Core i3-6100,6,2,3.7,16,SSD,128,AMD Radeon Vega,2.0,True,2017,Linux Mint 22,x64,2026-06-01
PC-0302,Admin,Network Lab,11.149385,79.493514,Intel Core i5-7400,7,4,3.0,32,SSD,128,Integrated,1.2,False,2024,Ubuntu 24.04,x64,2026-06-01
