ram_fit,storage_fit,cpu_cores_fit,cpu_clock_fit,tpm_fit,secure_boot_fit,compatible,asset_id,os_id
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,cachyos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,gentoo
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,void
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,nixos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,alpine
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,solus
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,mx
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,antix
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,puppy
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,tinycore
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,bodhi
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,peppermint
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,q4os
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,deepin
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,zorin17
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,elementary8
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,popos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,kdeneon
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,kali
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,parrot
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,blackarch
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,tails
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,whonix
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,freebsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,openbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,netbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,ghostbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,truenascore
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,truenasscale
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,proxmox
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,esxi
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,xcpng
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,rpios
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,chromeosflex
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,alma9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,rocky9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,oracle9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,rhel9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,centosstream10
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,amazlinux2023
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,azurelinux
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,photon
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,openmandriva
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,mageia
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,pclinuxos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0087,debian13
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,win10
2.0,2.0,1.0,2.0,0.4,0.15,0,PC-0088,win11
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,ubuntu2404
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,ubuntu2204
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,kubuntu2404
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,xubuntu2404
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,lubuntu2404
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,ubuntu-mate2404
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,ubuntu-budgie2404
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,ubuntu-studio2404
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,edubuntu2404
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,ubuntu-unity2404
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,linuxmint22
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,debian12
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,fedora42
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,opensuse-leap
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,opensuse-tw
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,arch
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,manjaro
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,endeavouros
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,garuda
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,cachyos
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,gentoo
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,void
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,nixos
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,alpine
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,solus
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,mx
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,antix
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,puppy
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,tinycore
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,bodhi
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,peppermint
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,q4os
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,deepin
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,zorin17
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,elementary8
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,popos
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,kdeneon
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,kali
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,parrot
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,blackarch
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,tails
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,whonix
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,freebsd
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,openbsd
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,netbsd
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,ghostbsd
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,truenascore
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,truenasscale
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,proxmox
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,esxi
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,xcpng
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,rpios
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,chromeosflex
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,alma9
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,rocky9
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,oracle9
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,rhel9
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,centosstream10
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,amazlinux2023
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,azurelinux
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,photon
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,openmandriva
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,mageia
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,pclinuxos
2.0,2.0,1.0,2.0,1.0,1.0,1,PC-0088,debian13
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,win10
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,win11
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,ubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,ubuntu2204
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,kubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,xubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,lubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,ubuntu-mate2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,ubuntu-budgie2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,ubuntu-studio2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,edubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,ubuntu-unity2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,linuxmint22
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,debian12
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,fedora42
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,opensuse-leap
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,opensuse-tw
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,arch
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,manjaro
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,endeavouros
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,garuda
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,cachyos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,gentoo
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,void
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,nixos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,alpine
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,solus
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,mx
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,antix
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,puppy
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,tinycore
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,bodhi
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,peppermint
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,q4os
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,deepin
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,zorin17
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,elementary8
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,popos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,kdeneon
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,kali
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,parrot
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,blackarch
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,tails
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,whonix
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,freebsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,openbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,netbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,ghostbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,truenascore
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,truenasscale
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,proxmox
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,esxi
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,xcpng
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,rpios
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,chromeosflex
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,alma9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,rocky9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,oracle9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,rhel9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,centosstream10
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,amazlinux2023
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,azurelinux
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,photon
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,openmandriva
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,mageia
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,pclinuxos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0089,debian13
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,win10
2.0,2.0,2.0,2.0,0.4,0.15,0,PC-0090,win11
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,ubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,ubuntu2204
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,kubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,xubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,lubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,ubuntu-mate2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,ubuntu-budgie2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,ubuntu-studio2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,edubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,ubuntu-unity2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,linuxmint22
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,debian12
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,fedora42
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,opensuse-leap
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,opensuse-tw
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,arch
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,manjaro
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,endeavouros
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,garuda
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,cachyos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,gentoo
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,void
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,nixos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,alpine
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,solus
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,mx
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,antix
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,puppy
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,tinycore
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,bodhi
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,peppermint
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,q4os
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,deepin
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,zorin17
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,elementary8
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,popos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,kdeneon
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,kali
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,parrot
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,blackarch
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,tails
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,whonix
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,freebsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,openbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,netbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,ghostbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,truenascore
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,truenasscale
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,proxmox
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,esxi
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,xcpng
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,rpios
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,chromeosflex
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,alma9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,rocky9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,oracle9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,rhel9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,centosstream10
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,amazlinux2023
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,azurelinux
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,photon
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,openmandriva
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,mageia
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,pclinuxos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0090,debian13
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,win10
2.0,2.0,2.0,2.0,0.4,0.15,0,PC-0091,win11
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,ubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,ubuntu2204
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,kubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,xubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,lubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,ubuntu-mate2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,ubuntu-budgie2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,ubuntu-studio2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,edubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,ubuntu-unity2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,linuxmint22
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,debian12
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,fedora42
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,opensuse-leap
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,opensuse-tw
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,arch
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,manjaro
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,endeavouros
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,garuda
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,cachyos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,gentoo
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,void
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,nixos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,alpine
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,solus
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,mx
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,antix
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,puppy
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,tinycore
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,bodhi
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,peppermint
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,q4os
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,deepin
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,zorin17
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,elementary8
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,popos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,kdeneon
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,kali
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,parrot
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,blackarch
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,tails
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,whonix
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,freebsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,openbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,netbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,ghostbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,truenascore
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,truenasscale
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,proxmox
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,esxi
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,xcpng
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,rpios
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,chromeosflex
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,alma9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,rocky9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,oracle9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,rhel9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,centosstream10
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,amazlinux2023
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,azurelinux
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,photon
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,openmandriva
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,mageia
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,pclinuxos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0091,debian13
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,win10
2.0,2.0,2.0,2.0,0.15,0.15,0,PC-0092,win11
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,ubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,ubuntu2204
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,kubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,xubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,lubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,ubuntu-mate2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,ubuntu-budgie2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,ubuntu-studio2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,edubuntu2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,ubuntu-unity2404
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,linuxmint22
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,debian12
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,fedora42
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,opensuse-leap
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,opensuse-tw
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,arch
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,manjaro
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,endeavouros
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,garuda
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,cachyos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,gentoo
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,void
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,nixos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,alpine
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,solus
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,mx
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,antix
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,puppy
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,tinycore
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,bodhi
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,peppermint
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,q4os
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,deepin
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,zorin17
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,elementary8
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,popos
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,kdeneon
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,kali
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,parrot
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,blackarch
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,tails
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,whonix
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,freebsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,openbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,netbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,ghostbsd
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,truenascore
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,truenasscale
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,proxmox
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,esxi
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,xcpng
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,rpios
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,chromeosflex
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,alma9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,rocky9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,oracle9
2.0,2.0,2.0,2.0,1.0,1.0,1,PC-0092,rhel9
